,code,l,L,circuit_type,decoder,noise_model,n_cycles,which_detectors,error_rates,n_errorsamples,n_fail_cutoff,p,n_shots,n_fails,dec_time_per_shot
908,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.085304725961
909,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00167,10000,19,0.1711053658310999
910,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00464,10000,562,0.2902914658209999
911,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.01292,1489,1000,0.3507517882847549
912,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.03594,1030,1000,0.3180913954932038
913,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.1,1029,1000,0.3469904733945578
914,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.440476332e-06
915,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.63626455e-06
916,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,8.486563631000001e-06
917,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,0,9.43839026e-06
918,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,16,1.40617232e-05
919,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0013880200369
920,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0051119330581
921,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0135298305031
922,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0332428557703
923,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,2,0.0837129524184
924,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00167,10000,16,0.1662426779139
925,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00464,10000,529,0.2749141198297
926,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.01292,1441,1000,0.3338395771221374
927,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.03594,1039,1000,0.3026089827122233
928,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.1,1033,1000,0.3456919285121007
929,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,8.917885399999998e-06
930,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,8.870732421e-06
931,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,9.239787473e-06
932,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.0728529921e-05
933,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,17,1.2119896728e-05
934,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.0587325312e-05
935,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.991541725e-06
936,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.0188665198e-05
937,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.2009433395e-05
938,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,16,1.2780347275e-05
939,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00140294902881
940,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00462818892337
941,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0118988309549599
942,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03254425736503
943,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,8,0.08348668334645
944,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.0014230272266
945,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00443936810057
946,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0120700848468
947,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03176984524255
948,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,6,0.08323932264601
959,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,11,0.23689359477
960,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,16,0.25091205005
961,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,20,0.25287778477
962,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,30,0.26254068825
963,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,40,0.26536939998
964,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,45,0.26302628785
965,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,54,0.27594945746
966,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,61,0.30501485431
967,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,64,0.29553861603
968,lcs,2,5,xz_sep_naive,bposd_msl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,79,0.31798751809
969,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.023526556e-05
970,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,1.0645966503e-05
971,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.057300066e-05
982,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,8.902394979000001e-06
983,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,8.716307358e-06
984,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,8e-05,1000000,6,9.145182913e-06
985,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,0.00022,1000000,42,9.15598769e-06
986,surface,2,1,standard,pymatching,cli,3,1,logsweep,1000000,1000,0.0006,1000000,293,9.798016785e-06
987,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,0,9.94194615225e-06
988,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,2,9.9158492315e-06
1009,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.5140745313e-05
1010,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,3,2.0854960542e-05
1011,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,24,3.6921096115e-05
1012,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,138,8.1408839328e-05
1013,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,692,0.000200253921131
1014,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,0,1.081547238875e-05
1015,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,3,9.87928190125e-06
1016,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.0600506321e-05
1017,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.670198651e-06
1018,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.002117246e-05
1019,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,2,1.1205892609e-05
1020,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,14,1.4825615245e-05
1021,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.005,100,5,0.32312038243
1022,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,11,0.33916736842
1023,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,16,0.34456413661
1024,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,25,0.35053915575
1025,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,26,0.36101666912
1026,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,44,0.36923892937
1027,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.01,100,48,0.36476654863
1028,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,46,0.3704858971499999
1029,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,57,0.37012516854
1030,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,67,0.37710935112
1031,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0019247682004
1032,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0056216974404999
1033,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0163271314773
1034,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0443831697159
1035,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.1063038548365
1046,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,1e-05,100000,0,9.16944274e-06
1047,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,3e-05,100000,0,9.56159395e-06
1048,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,8e-05,100000,0,1.175084786e-05
1049,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00022,100000,0,1.293113283e-05
1050,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.0006,100000,0,1.803430533e-05
1051,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00167,100000,6,1.953117639e-05
1052,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00464,100000,388,3.345737094e-05
1053,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.01292,5529,1000,9.85144485440405e-05
1054,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.03594,2051,1000,0.0002626256874695
1055,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.1,1977,1000,0.0003906488684876
1056,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.0303359117e-05
1057,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,1.0418263228e-05
1058,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.0012654341e-05
1059,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.1592392381e-05
1060,surface_r,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,15,1.3515195836e-05
1061,lcs,1,3,xz_sep_naive,lut_cli,cli,3,1,logsweep,10000000,1000,1e-05,10000000,2,9.0812695663e-06
1062,lcs,1,3,xz_sep_naive,lut_cli,cli,3,1,logsweep,10000000,1000,3e-05,10000000,35,8.9601498099e-06
1063,lcs,1,3,xz_sep_naive,lut_cli,cli,3,1,logsweep,10000000,1000,8e-05,10000000,232,9.0030311217e-06
1064,lcs,1,3,xz_sep_naive,lut_cli,cli,3,1,logsweep,10000000,1000,0.00022,5258986,1000,9.336231734596746e-06
1065,lcs,1,3,xz_sep_naive,lut_cli,cli,3,1,logsweep,10000000,1000,0.0006,738345,1000,9.72441910082685e-06
1066,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0018324465035
1067,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0044629006115
1068,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0136226800102999
1069,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,1,0.0347955757724
1070,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,1,0.0952478538673
1071,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,7,0.30686775245
1072,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,15,0.29952838062
1073,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,19,0.32703879337
1074,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,19,0.34849347672
1075,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,30,0.34940077717
1076,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,39,0.35961547204
1077,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,55,0.36336517691
1078,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,49,0.3482373292
1079,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,63,0.37446891055
1080,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,62,0.38267688832
1081,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,9.4158384779e-05
1082,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,0.000257697986645
1083,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,1,0.000667128891316
1084,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,26,0.0019619813370689
1085,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,170,0.004445522729914
1086,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.0015494474832299
1087,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,1,0.00485939417868
1088,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01358441239093
1089,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,2,0.03706262895308
1090,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00140773139437
1091,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.0047557656361999
1092,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01304249087057
1093,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.0375105502260499
1094,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.1420227123e-05
1095,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,1.0020026099e-05
1096,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.1549961143e-05
1097,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.3287902804e-05
1098,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,23,1.401822538e-05
1099,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.005,100,11,0.31006566955
1100,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,9,0.32725440614
1101,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,20,0.29228656891
1102,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,23,0.29147868032
1103,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,33,0.2905372965
1104,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,41,0.29690444213
1105,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.01,100,44,0.29142115138
1106,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,61,0.2993297855899999
1107,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,63,0.3005971155199999
1108,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,71,0.30927830281
1109,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,0,1.024383523675e-05
1110,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,0,1.0175505931e-05
1111,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00163388021542
1112,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.0046721307767
1113,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0122973069241799
1114,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03561476416975
1115,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,7,0.0926257318300299
1116,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,0,9.502282157e-06
1117,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,2,1.01669541985e-05
1118,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00144616845757
1119,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00456100479431
1120,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0118160197004
1121,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03212170319732
1122,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,8,0.0825949720638
1143,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00150543169577
1144,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00457529045926
1145,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0118675286761
1146,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03185269344333
1147,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,12,0.08243833450395
1148,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.806338429e-06
1149,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.911221219e-06
1150,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,9.492319234e-06
1156,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.185233719e-06
1157,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,8.674628063e-06
1158,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,1,9.090881174e-06
1159,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,2,1.0449599802e-05
1160,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,19,1.241625392e-05
1161,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00150744514418
1162,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00442225803198
1163,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01229851126507
1164,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,8.894489111000001e-06
1165,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.10313485e-06
1166,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,8.018580131e-06
1167,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,0,8.894781145999999e-06
1168,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,14,1.2632409664e-05
1169,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.976445341e-06
1170,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,1.0031543041e-05
1171,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.041944636e-05
1172,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.0483875747e-05
1173,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,1.0619608105e-05
1174,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.1415381355e-05
1175,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.2577869161e-05
1176,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,9,1.5078539477e-05
1187,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.005,100,6,0.36244866705
1188,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0058,100,9,0.39927953013
1189,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0067,100,14,0.39541939421
1190,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0075,100,26,0.41638981702
1191,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0083,100,20,0.40290653112
1192,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0092,100,32,0.41790948527
1193,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.01,100,44,0.4246650989
1194,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0108,100,51,0.4237117266499999
1195,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0117,100,61,0.42191253344
1196,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0125,100,68,0.4034583066
1197,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.7612184951e-05
1198,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,2,2.3508863354e-05
1199,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,28,3.8162886872e-05
1200,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,144,7.9301232292e-05
1201,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,686,0.000196112443489
1202,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,9,0.2662735148
1203,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,10,0.27720330259
1204,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,17,0.28878319679
