,code,l,L,circuit_type,decoder,noise_model,n_cycles,which_detectors,error_rates,n_errorsamples,n_fail_cutoff,p,n_shots,n_fails,dec_time_per_shot
649,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0045,1000,62,0.285578079087
650,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0053,841,100,0.3054576993436385
651,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0062,611,100,0.3109317373011456
652,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.007,429,100,0.3122172271072261
653,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0078,330,100,0.3187969509757576
654,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0087,254,100,0.3334814838228346
655,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0095,204,100,0.3411872457156862
656,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,0.00010263733407
657,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,0,0.000283609839457
658,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,3,0.0007446503350929
659,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,22,0.002031121599133
660,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,176,0.005423840691323
661,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,1e-05,100000,0,1.038031557e-05
662,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,3e-05,100000,0,1.086131224e-05
663,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,8e-05,100000,0,1.226135527e-05
664,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00022,100000,0,1.481800531e-05
665,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.0006,100000,0,1.816933542e-05
666,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00167,100000,5,2.226498263e-05
667,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00464,100000,358,3.616984708e-05
668,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.01292,5607,1000,9.662525914036028e-05
669,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.03594,1952,1000,0.0002711252684426
670,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.1,1965,1000,0.0003567594366412
671,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.005,100,7,0.3687969360899999
672,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0058,100,5,0.38424850688
673,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0067,100,18,0.38666577524
674,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0075,100,25,0.41150861869
675,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0083,100,34,0.41630719395
676,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0092,100,35,0.4109639700799999
677,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.01,100,47,0.41899465212
678,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0108,100,58,0.42882853976
679,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0117,100,60,0.42520568828
680,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0125,100,58,0.37840452241
681,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,9.1006090754e-05
682,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,0.000253945575055
683,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,3,0.00067107581496
684,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,29,0.001863574648108
685,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,172,0.004466453149793
696,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,9.2351691739e-05
697,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,0.000257310424719
698,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,3,0.000680058100593
699,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,17,0.00186427540986
700,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,167,0.004460505748152
701,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,1e-05,100000,0,9.9557821e-06
702,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,3e-05,100000,0,1.063145939e-05
703,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,8e-05,100000,0,1.195621215e-05
704,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00022,100000,0,1.468592607e-05
705,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.0006,100000,0,1.989746427e-05
706,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00167,100000,4,2.237069744e-05
707,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.00464,100000,389,3.686114846e-05
708,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.01292,5559,1000,9.936741788091384e-05
709,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.03594,2008,1000,0.0002424713999003
710,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,0.1,1950,1000,0.0003587778333333
721,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00143981159706
722,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00439344605543
723,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0118838431574
724,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,1,0.0313172891178199
725,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,4,0.08459548518705
726,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.0013739174490199
727,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00461662180289
728,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01357266682617
729,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.03784687596978
745,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.00133941103685
746,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00415737196535
747,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.0106127522649499
748,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.02687952534096
749,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,8,0.0765880983322799
750,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,0,7.5390701265e-06
751,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,7,7.38635584e-06
752,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,12,0.28656878798
753,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,15,0.29631941914
754,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,20,0.30143599724
755,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,34,0.2997178500799999
756,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,35,0.30696131537
757,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,38,0.31597067178
758,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,40,0.31948829442
759,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,55,0.31970646725
760,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,62,0.33246434518
761,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,70,0.33527480758
762,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.003,54502,1000,0.0009440098758944
763,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.00333,44700,1000,0.0010317131405816
764,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.00367,39270,1000,0.0011419119961038
765,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.004,30372,1000,0.0012157762708086
766,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.00433,27041,1000,0.0012998844986501
767,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.00467,24137,1000,0.0013471917058457
768,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,pseudo_threshold,100000,1000,0.005,21112,1000,0.001472707540214
769,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0011797424818
770,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0041609520276
771,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0112882989423999
772,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0325677421181
773,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,2,0.0776440586636
774,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00167,10000,12,0.1591774172105
775,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00464,10000,544,0.2367624929531
776,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.01292,1374,1000,0.269435686580786
777,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.03594,1030,1000,0.2649114075533981
778,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.1,1036,1000,0.3084840867345559
779,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,0,1.001238568275e-05
780,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,2,1.004868282475e-05
781,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.002,10000,78,0.0006962948326
782,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0028,10000,144,0.0009214960741
783,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0037,10000,277,0.0011792827718
784,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0045,10000,370,0.0013480488246
785,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0053,10000,556,0.0015459909447999
786,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0062,10000,722,0.0017737905067
787,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.007,10000,929,0.0019850959279
788,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0078,9256,1000,0.0022118300888072
789,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0087,6862,1000,0.0024980578599533
790,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,10000,1000,0.0095,6132,1000,0.0027420513798108
801,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.002,1000,8,0.220230496573
802,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0028,1000,16,0.242406030659
803,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0037,1000,35,0.2648984776999999
804,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0045,1000,64,0.278091613666
805,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0053,836,100,0.2953458843169856
806,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0062,566,100,0.3072823908498233
807,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.007,401,100,0.3184419652194514
808,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0078,339,100,0.3265457091710914
809,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0087,266,100,0.3342364402330827
810,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0095,232,100,0.3372250105258621
811,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.886372242e-06
812,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.992241719e-06
813,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.0212104922e-05
814,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.002,1000,11,0.2171385316089999
815,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0028,1000,8,0.250384609159
816,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0037,1000,36,0.271790079002
817,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0045,1000,68,0.298576162583
818,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0053,896,100,0.2966380853303571
819,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0062,520,100,0.3179339863769231
820,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.007,376,100,0.3285550696755319
821,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0078,345,100,0.3296364955246377
822,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0087,281,100,0.3458948045480427
823,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0095,233,100,0.3433103416480687
824,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.0015204666314
825,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00451970690837
826,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01293959413236
827,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,1e-05,100000,0,0.0012912591637599
828,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,3e-05,100000,0,0.00392721611934
829,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,8e-05,100000,0,0.01120059324399
830,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.00022,100000,0,0.02872806732085
831,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,100000,1000,0.0006,100000,10,0.0805737195219299
832,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.005,100,4,0.39072048199
833,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0058,100,6,0.37862562761
834,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0067,100,21,0.4022326445899999
835,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0075,100,37,0.407458518
836,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0083,100,27,0.4083131245899999
837,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0092,100,42,0.41944304566
838,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.01,100,53,0.430987914
839,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0108,100,52,0.43957209646
840,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0117,100,68,0.40884285152
841,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0125,100,63,0.37874172669
842,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.4176105289e-05
843,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,1.9793965571e-05
844,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,26,3.5194287222e-05
845,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,140,7.916630217500001e-05
846,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,707,0.000197305597242
847,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0013918228906
848,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0045786118395999
849,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0121867547602
850,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0366356089293
851,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.0886578570752
852,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.002,121306,1000,0.0006726370940266
853,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0028,62064,1000,0.0009118557989978
854,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0037,32701,1000,0.0011951372429283
855,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0045,24770,1000,0.0013862337719418
856,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0053,18222,1000,0.0015349528612117
857,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0062,13313,1000,0.0018200435046946
858,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.007,11272,1000,0.0019638333418204
859,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0078,8996,1000,0.0021846039095153
860,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0087,7377,1000,0.0023872360051511
861,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,threshold,1000000,1000,0.0095,6642,1000,0.0026064046371574
862,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,0.000102344790685
863,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,0,0.000274896397832
864,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,2,0.000753106518447
865,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,24,0.00204370780748
866,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,164,0.005439214335086
867,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,9.2453304618e-05
868,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,0,0.000255536802911
869,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,4,0.000680945625629
870,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,15,0.001903892396124
871,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,160,0.00482559205412
872,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0017389170238
873,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0050010454206
874,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0136656272419
875,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0366362358817
876,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.0912136312065999
877,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,1e-05,4000000,0,1.006151121075e-05
878,surface,2,1,standard,pymatching,cli,3,1,logsweep,4000000,1000,3e-05,4000000,3,1.008970778075e-05
889,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.005,100,4,0.3283230750699999
890,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,18,0.32291060659
891,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,15,0.34307298525
892,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,26,0.35704826605
893,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,35,0.36076897069
894,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,38,0.3725384270299999
895,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.01,100,41,0.3691302823999999
896,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,75,0.37124813644
897,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,62,0.38072172203
898,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,78,0.3880635426
899,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0015275702482
900,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0059622379302
901,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0152878725244
902,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0430879602624
903,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.1042618178766
904,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0015134642308
905,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0053697860406999
906,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.012541354329
907,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.033708762016
